feature,family,subfamily,data_type,dtype_observed,n_total,n_null_pct,n_unique,top_value,top_freq_pct,has_negative
is_news_830,10_SESSION_CALENDAR,10_news_flags,binary,int,923,0.0,2,0,99.78,False
is_news_845,10_SESSION_CALENDAR,10_news_flags,binary,int,923,0.0,2,0,99.89,False
is_news_900,10_SESSION_CALENDAR,10_news_flags,event,constant,923,0.0,1,0,100.0,False
is_news_930,10_SESSION_CALENDAR,10_news_flags,binary,int,923,0.0,2,0,99.89,False
is_roll_day,10_SESSION_CALENDAR,10_session_flags,binary,bool,923,0.0,1,False,100.0,False
is_session_blocked,10_SESSION_CALENDAR,10_session_flags,binary,bool,923,0.0,2,False,96.64,False
large_trader_max_size,5_ORDER_FLOW,5b_trader,continuous,float,923,0.0,192,2.0,21.13,False
large_trader_ratio,5_ORDER_FLOW,5b_trader,continuous,float,923,0.0,858,1.0,0.43,False
liquidity_sweep_high_lag5,1_MARKET_STRUCTURE,1c_liquidity,binary,bool,923,0.0,2,False,85.92,False
liquidity_sweep_low_lag5,1_MARKET_STRUCTURE,1c_liquidity,binary,bool,923,0.0,2,False,90.9,False
london_high,3_IB_OVERNIGHT,3_sessions_levels,continuous,float,923,45.07,15,28936.0,81.07,False
london_low,3_IB_OVERNIGHT,3_sessions_levels,continuous,float,923,45.07,12,28764.0,60.95,False
london_open,3_IB_OVERNIGHT,3_sessions_levels,event,constant,923,45.07,1,28804.0,100.0,False
long_dn_bar,6_SIERRA_BN,6_bar_long,binary,int,923,86.13,2,1,50.0,False
long_dn_up_pattern,6_SIERRA_BN,6_bar_long,binary,int,923,86.13,2,0,89.84,False
long_up_bar,6_SIERRA_BN,6_bar_long,binary,int,923,86.13,2,0,62.5,False
long_up_dn_pattern,6_SIERRA_BN,6_bar_long,binary,int,923,86.13,2,0,92.19,False
low,META,0a_bar_meta,continuous,float,923,0.0,671,28727.5,0.65,False
low_bid_vol_pct,5_ORDER_FLOW,5b_extreme,continuous,float,923,0.0,8,1.0,86.67,False
low_pullback_delta,5_ORDER_FLOW,5a_pullback,continuous,float,923,0.0,23,1.0,52.22,True
lvn_between,1_MARKET_STRUCTURE,1b_session_hvn_lvn,event,constant,923,0.0,1,0,100.0,False
lvn_confluence_count,1_MARKET_STRUCTURE,1b_session_hvn_lvn,categorical,int,923,0.0,6,0,90.47,False
ma_trend,1_MARKET_STRUCTURE,1a_trend,event,constant,923,0.0,1,1,100.0,False
max_ask_vol_in_bar,5_ORDER_FLOW,5b_extreme,continuous,float,923,0.0,76,5.0,11.48,False
max_bid_vol_in_bar,5_ORDER_FLOW,5b_extreme,continuous,float,923,0.0,72,5.0,12.03,False
max_big_ask_vol_in_bar,5_ORDER_FLOW,5c_big_volume,continuous,float,923,86.13,51,16.0,5.47,False
max_big_bid_vol_in_bar,5_ORDER_FLOW,5c_big_volume,continuous,float,923,86.13,55,29.0,4.69,False
mins_et,10_SESSION_CALENDAR,10_clock,continuous,float,923,0.0,637,1208,0.22,False
mins_since_news,10_SESSION_CALENDAR,10_news_countdown,continuous,float,923,47.02,263,8.0,1.84,False
mins_to_next_news,10_SESSION_CALENDAR,10_news_countdown,continuous,float,923,38.35,318,15.0,1.41,False
momentum_3b,5_ORDER_FLOW,5a_momentum,continuous,float,923,0.0,252,-2.25,1.95,True
momentum_5b,5_ORDER_FLOW,5a_momentum,continuous,float,923,0.0,299,0.5,1.19,True
mq_gamma_condition,8_OPTIONS_GAMMA,8_mq,binary,int,923,0.0,2,0,95.34,False
n_big_ask_t1,5_ORDER_FLOW,5c_big_orders,continuous,float,923,0.0,15,20.0,73.56,False
n_big_ask_t2,5_ORDER_FLOW,5c_big_orders,continuous,float,923,0.0,21,2.0,17.77,False
n_big_ask_t3,5_ORDER_FLOW,5c_big_orders,categorical,int,923,0.0,7,0.0,41.82,False
n_big_ask_t4,5_ORDER_FLOW,5c_big_orders,event,constant,923,0.0,1,0.0,100.0,False
n_big_ask_v2_t1,5_ORDER_FLOW,5c_big_orders,event,constant,923,86.13,1,20.0,100.0,False
n_big_ask_v2_t2,5_ORDER_FLOW,5c_big_orders,continuous,float,923,86.13,11,20.0,78.12,False
n_big_ask_v2_t3,5_ORDER_FLOW,5c_big_orders,categorical,int,923,86.13,6,5.0,44.53,False
n_big_ask_v2_t4,5_ORDER_FLOW,5c_big_orders,event,constant,923,86.13,1,0.0,100.0,False
n_big_bid_t1,5_ORDER_FLOW,5c_big_orders,continuous,float,923,0.0,15,20.0,63.16,False
n_big_bid_t2,5_ORDER_FLOW,5c_big_orders,continuous,float,923,0.0,18,0.0,26.44,False
n_big_bid_t3,5_ORDER_FLOW,5c_big_orders,categorical,int,923,0.0,7,0.0,80.93,False
n_big_bid_t4,5_ORDER_FLOW,5c_big_orders,event,constant,923,0.0,1,0.0,100.0,False
n_big_bid_v2_t1,5_ORDER_FLOW,5c_big_orders,event,constant,923,86.13,1,20.0,100.0,False
n_big_bid_v2_t2,5_ORDER_FLOW,5c_big_orders,categorical,int,923,86.13,9,20.0,89.06,False
n_big_bid_v2_t3,5_ORDER_FLOW,5c_big_orders,categorical,int,923,86.13,7,6.0,32.03,False
n_big_bid_v2_t4,5_ORDER_FLOW,5c_big_orders,event,constant,923,86.13,1,0.0,100.0,False
n_clusters_20t,5_ORDER_FLOW,5c_clusters_agg,continuous,float,923,0.0,21,0.0,22.1,False
n_clusters_50t,5_ORDER_FLOW,5c_clusters_agg,continuous,float,923,0.0,20,20.0,14.52,False
n_color_dn_cluster_within_0_2pct,6_SIERRA_BN,6_extensions_zones,categorical,int,923,86.13,7,0,50.0,False
n_color_dn_zones_active,6_SIERRA_BN,6_extensions_zones,continuous,float,923,86.13,13,3,25.78,False
n_color_up_cluster_within_0_2pct,6_SIERRA_BN,6_extensions_zones,categorical,int,923,86.13,5,0,51.56,False
n_color_up_zones_active,6_SIERRA_BN,6_extensions_zones,categorical,int,923,86.13,6,3,26.56,False
n_delta_div_buy_zones_active,7_REVERSAL_EXHAUSTION,7_delta_div_zones,event,constant,923,0.0,1,0,100.0,False
n_delta_div_sell_zones_active,7_REVERSAL_EXHAUSTION,7_delta_div_zones,event,constant,923,0.0,1,0,100.0,False
n_edge_buy_active,6_SIERRA_BN,6_edge_zones,categorical,int,923,86.13,4,2,84.38,False
n_edge_sell_active,6_SIERRA_BN,6_edge_zones,categorical,int,923,86.13,5,2,60.94,False
n_long_dn_cluster_within_0_2pct,6_SIERRA_BN,6_extensions_zones,categorical,int,923,86.13,7,0,32.81,False
n_long_dn_zones_active,6_SIERRA_BN,6_extensions_zones,continuous,float,923,86.13,16,7,16.41,False
n_long_up_cluster_within_0_2pct,6_SIERRA_BN,6_extensions_zones,categorical,int,923,86.13,5,0,40.62,False
n_long_up_zones_active,6_SIERRA_BN,6_extensions_zones,categorical,int,923,86.13,8,5,29.69,False
new_swing_high,1_MARKET_STRUCTURE,1c_swing,binary,int,923,0.0,2,0,98.27,False
new_swing_low,1_MARKET_STRUCTURE,1c_swing,binary,int,923,0.0,2,0,99.02,False
news_minutes_until,10_SESSION_CALENDAR,10_news_countdown,continuous,float,923,19.18,746,745.016667,0.13,False
news_seconds_until,10_SESSION_CALENDAR,10_news_countdown,continuous,float,923,19.18,746,44701,0.13,False
next_wall_dist_ticks,8_OPTIONS_GAMMA,8_mq_walls,continuous,float,923,0.0,470,414.0,0.87,False
next_wall_is_call,8_OPTIONS_GAMMA,8_mq_walls,binary,int,923,0.0,2,0,54.6,False
ny_open,3_IB_OVERNIGHT,3_open_abs,event,constant,923,87.22,1,28774.5,100.0,False
open,META,0a_bar_meta,continuous,float,923,0.0,670,28874.0,0.65,False
open_830,2_NIVEAUX_VEILLE,2_cash_levels_abs,event,constant,923,93.07,1,28905.5,100.0,False
open_830_et,3_IB_OVERNIGHT,3_open_abs,continuous,float,923,0.0,6,28360.0,59.15,False
open_830_lvl,2_NIVEAUX_VEILLE,2_cash_levels_abs,continuous,float,923,0.0,2,28861.0,54.71,False
open_bias_conf,1_MARKET_STRUCTURE,1a_tpo_concepts,continuous,float,923,0.0,2,0.3,93.07,False
open_cash,2_NIVEAUX_VEILLE,2_cash_levels_abs,event,constant,923,87.22,1,28774.5,100.0,False
open_cash_lvl,2_NIVEAUX_VEILLE,2_cash_levels_abs,continuous,float,923,0.0,2,28717.75,87.22,False
open_direction,1_MARKET_STRUCTURE,1a_tpo_concepts,event,constant,923,0.0,1,0,100.0,False
open_gap_ticks,1_MARKET_STRUCTURE,1a_open_dynamics,categorical,int,923,0.0,2,1569.0,87.22,False
open_in_prev_va,2_NIVEAUX_VEILLE,2_prev_bool,event,constant,923,0.0,1,0,100.0,False
open_position,1_MARKET_STRUCTURE,1a_open_dynamics,categorical,int,923,0.0,2,-2,87.22,True
open_type,1_MARKET_STRUCTURE,1a_tpo_concepts,categorical,int,923,0.0,2,7,93.07,False
open_zone,1_MARKET_STRUCTURE,1a_tpo_concepts,categorical,int,923,0.0,2,3,93.07,False
ovn_broken_dn,3_IB_OVERNIGHT,3_ovn,binary,bool,923,0.0,2,False,96.75,False
ovn_broken_up,3_IB_OVERNIGHT,3_ovn,binary,bool,923,0.0,2,False,89.49,False
ovn_high,3_IB_OVERNIGHT,3_ovn,continuous,float,923,0.0,48,28936.0,44.53,False
ovn_low,3_IB_OVERNIGHT,3_ovn,continuous,float,923,0.0,3,28335.0,59.15,False
ovn_range_ticks,3_IB_OVERNIGHT,3_ovn,categorical,int,923,0.0,3,0.0,63.06,False
p99_trade_size_proxy,5_ORDER_FLOW,5b_microstructure,continuous,float,923,0.0,815,1.0,7.48,False
pct_in_range,1_MARKET_STRUCTURE,1b_vp_current_zones,continuous,float,923,0.0,789,1.0,0.43,False
pdh,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,0.0,1,29250.0,100.0,False
pdl,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,0.0,1,28404.0,100.0,False
poc_bar_dist,5_ORDER_FLOW,5d_poc_dynamics,continuous,float,923,0.0,118,5.0,4.98,False
poc_migration_dir,5_ORDER_FLOW,5d_poc_dynamics,categorical,int,923,0.98,3,-1,54.16,True
poc_position,5_ORDER_FLOW,5d_poc_dynamics,continuous,float,923,0.0,11,0.6251,47.67,False
poc_separation_ticks,1_MARKET_STRUCTURE,1a_tpo_profile,categorical,int,923,0.0,3,120.0,96.97,False
position_in_range,1_MARKET_STRUCTURE,1b_vp_current_zones,continuous,float,923,0.0,613,0.0,7.8,False
premium_zone,1_MARKET_STRUCTURE,1b_vp_current_zones,binary,int,923,0.0,2,1,93.93,False
prev_vah,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,93.07,1,29129.0,100.0,False
prev_vah_lvl,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,0.0,1,29129.0,100.0,False
prev_val,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,93.07,1,28775.5,100.0,False
prev_val_lvl,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,0.0,1,28775.5,100.0,False
prev_vpoc,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,93.07,1,29110.0,100.0,False
prev_vpoc_lvl,2_NIVEAUX_VEILLE,2_prev_levels_abs,event,constant,923,0.0,1,29110.0,100.0,False
price,META,0a_bar_meta,continuous,float,923,0.0,666,28743.5,0.54,False
price_1030,3_IB_OVERNIGHT,3_intraday_anchor,event,null_only,923,100.0,0,None,0.0,False
price_vs_swing_mid,1_MARKET_STRUCTURE,1c_swing,categorical,int,923,0.0,3,1.0,65.55,True
profile_hvn_dominant,1_MARKET_STRUCTURE,1a_tpo_profile,categorical,int,923,0.0,3,28620.0,81.26,False
profile_shape,1_MARKET_STRUCTURE,1a_tpo_concepts,categorical,int,923,0.0,2,3,99.46,False
profile_skew,1_MARKET_STRUCTURE,1a_tpo_concepts,continuous,float,923,0.0,167,0.1873,2.17,False
pvwap,4_VWAP_ANCHOR,4_pvwap_abs,event,constant,923,0.0,1,28904.83,100.0,False
pvwap_sd1d,4_VWAP_ANCHOR,4_pvwap_abs,event,constant,923,0.0,1,28747.79,100.0,False
pvwap_sd1u,4_VWAP_ANCHOR,4_pvwap_abs,event,constant,923,0.0,1,29057.26,100.0,False
range_h_minus_lprev_ticks,1_MARKET_STRUCTURE,1a_bar_microstructure,continuous,float,923,86.13,108,72,3.12,False
range_hprev_minus_l_ticks,1_MARKET_STRUCTURE,1a_bar_microstructure,continuous,float,923,86.13,111,65,2.34,False
range_pos_va,1_MARKET_STRUCTURE,1b_vp_current_range,continuous,float,923,0.0,524,100.0,37.92,False
range_size,1_MARKET_STRUCTURE,1a_bar_microstructure,continuous,float,923,0.0,216,11.25,2.17,False
range_size_ticks,1_MARKET_STRUCTURE,1b_vp_current_range,continuous,float,923,0.0,274,1063.0,1.19,False
retest_high_count,1_MARKET_STRUCTURE,1c_retest,categorical,int,923,0.0,5,0,83.53,False
retest_high_delta_div,7_REVERSAL_EXHAUSTION,7_delta_div,binary,bool,923,0.0,1,False,100.0,False
retest_low_count,1_MARKET_STRUCTURE,1c_retest,binary,int,923,0.0,2,0,90.03,False
retest_low_delta_div,7_REVERSAL_EXHAUSTION,7_delta_div,binary,bool,923,0.0,1,False,100.0,False
roll_phase,10_SESSION_CALENDAR,10_roll,event,constant,923,0.0,1,1,100.0,False
rotation_dn,5_ORDER_FLOW,5a_rotation,binary,int,923,0.0,2,0.0,75.95,False
rotation_up,5_ORDER_FLOW,5a_rotation,binary,int,923,0.0,2,0.0,79.31,False
rotation_zz_osc,5_ORDER_FLOW,5a_rotation,continuous,float,923,0.0,237,0.0,3.14,True
rule_80pct,1_MARKET_STRUCTURE,1a_tpo_concepts,event,constant,923,0.0,1,0,100.0,False
rvol,5_ORDER_FLOW,5d_rvol,continuous,float,923,0.0,888,0.8333,0.33,False
rvol_absorb_buy,5_ORDER_FLOW,5d_rvol,binary,int,923,0.0,2,0,99.02,False
rvol_absorb_sell,5_ORDER_FLOW,5d_rvol,binary,int,923,0.0,2,0,98.27,False
rvol_buy,5_ORDER_FLOW,5d_rvol,binary,int,923,0.0,2,0,95.67,False
rvol_buy_strong,5_ORDER_FLOW,5d_rvol,event,constant,923,86.13,1,0,100.0,False
rvol_extreme,5_ORDER_FLOW,5d_rvol,binary,int,923,86.13,2,0,97.66,False
rvol_regime,5_ORDER_FLOW,5d_rvol,categorical,int,923,86.13,5,1,54.69,False
rvol_sell,5_ORDER_FLOW,5d_rvol,binary,int,923,0.0,2,0,97.29,False
rvol_sell_strong,5_ORDER_FLOW,5d_rvol,event,constant,923,86.13,1,0,100.0,False
rvol_zscore,5_ORDER_FLOW,5d_rvol,continuous,float,923,0.0,911,-0.0681,0.22,True
sell_vol,5_ORDER_FLOW,5b_volume_abs,continuous,float,923,0.0,320,34.0,1.63,False
sess_high,10_SESSION_CALENDAR,10_session_range,event,constant,923,93.07,1,29049.5,100.0,False
sess_low,10_SESSION_CALENDAR,10_session_range,continuous,float,923,93.07,4,28637.5,53.12,False
sess_range_atr,10_SESSION_CALENDAR,10_session_range,continuous,float,923,0.0,50,3.872,34.02,False
sess_range_ticks,10_SESSION_CALENDAR,10_session_range,continuous,float,923,0.0,19,2267.0,47.24,False
session,META,0a_bar_meta,categorical,int,923,0.0,3,0,45.07,False
session_date,META,0a_bar_meta,categorical,str,923,0.0,2,'2026-06-11',74.43,False
session_date_trading,META,0a_bar_meta,categorical,str,923,0.0,1,'2026-06-11',100.0,False
session_hvn_count,1_MARKET_STRUCTURE,1b_session_hvn_lvn,continuous,float,923,0.0,11,0,84.62,False
session_id,META,0a_bar_meta,categorical,str,923,0.0,3,'Asia',45.07,False
session_lvn_count,1_MARKET_STRUCTURE,1b_session_hvn_lvn,continuous,float,923,0.0,11,0,90.9,False
session_segment,META,0a_bar_meta,categorical,str,923,0.0,3,'asia',45.07,False
single_print_count,1_MARKET_STRUCTURE,1a_tpo_profile,continuous,float,923,0.0,48,207,15.17,False
single_print_mid,1_MARKET_STRUCTURE,1a_tpo_profile,continuous,float,923,0.0,9,28549.12,47.67,False
swing_range_ticks,1_MARKET_STRUCTURE,1c_swing,continuous,float,923,0.0,52,575.0,5.63,False
sym,META,0a_bar_meta,categorical,str,923,0.0,1,'NQ',100.0,False
ticks_count,5_ORDER_FLOW,5b_volume_abs,continuous,float,923,0.0,417,111,1.19,False
total_vol,5_ORDER_FLOW,5b_volume_abs,continuous,float,923,0.0,444,65.0,1.08,False
trend_day_probability,1_MARKET_STRUCTURE,1a_tpo_concepts,continuous,float,923,0.0,2,0.0,87.22,False
ts,META,0a_bar_meta,continuous,float,923,0.0,923,1781136299000,0.11,False
ts_event,META,0a_bar_meta,categorical,str,923,0.0,923,'2026-06-11T00:04:59+00:00',0.11,False
ts_event_minute,META,0a_bar_meta,continuous,float,923,0.0,923,1781136300000,0.11,False
ts_event_ns,META,0a_bar_meta,continuous,float,923,89.49,97,1781185859000000000,1.03,False
us_high,3_IB_OVERNIGHT,3_sessions_levels,continuous,float,923,87.22,12,29049.5,71.19,False
us_low,3_IB_OVERNIGHT,3_sessions_levels,continuous,float,923,87.22,9,28650.75,66.1,False
va_position_pct,1_MARKET_STRUCTURE,1b_vp_current_range,continuous,float,923,42.9,500,0.8738,0.57,False
vah_touches_20b,1_MARKET_STRUCTURE,1b_vp_current_touches,categorical,int,923,0.0,8,0.0,86.57,False
val_touches_20b,1_MARKET_STRUCTURE,1b_vp_current_touches,binary,int,923,0.0,2,0.0,95.67,False
vix_above_hvl,9_VOLATILITY_VIX,9_vix_core,binary,int,923,0.0,2,1,54.28,False
vix_above_hvl_0dte,9_VOLATILITY_VIX,9_vix_core,event,constant,923,0.0,1,1,100.0,False
vix_level,9_VOLATILITY_VIX,9_vix_core,continuous,float,923,0.0,139,22.22,46.48,False
vix_regime,9_VOLATILITY_VIX,9_vix_core,event,constant,923,0.0,1,1,100.0,False
vol_per_sec,5_ORDER_FLOW,5b_volume_abs,continuous,float,923,0.0,708,2.0,0.76,False
volume,META,0a_bar_meta,continuous,float,923,0.0,444,65.0,1.08,False
volume_imbalance,1_MARKET_STRUCTURE,1a_tpo_profile,continuous,float,923,0.0,185,2.4626,0.54,False
vwap_d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,860,28602.19,1.63,False
vwap_d_sd1d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,821,28496.91,0.54,False
vwap_d_sd1u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,836,28720.76,0.65,False
vwap_d_sd2d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,734,28365.18,0.54,False
vwap_d_sd2u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,860,28836.28,0.33,False
vwap_d_sd3d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,800,28254.56,0.43,False
vwap_d_sd3u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,871,28950.95,0.54,False
vwap_d_side,4_VWAP_ANCHOR,4_vwap_side,categorical,int,923,0.0,2,1,87.87,True
vwap_m,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,883,29736.46,0.33,False
vwap_m_sd1d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,896,29018.79,0.22,False
vwap_m_sd1u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,833,30467.66,0.33,False
vwap_m_sd2d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,907,28287.21,0.22,False
vwap_m_sd2u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,630,31191.94,2.82,False
vwap_m_sd3d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,910,27563.71,0.22,False
vwap_m_sd3u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,416,31915.89,6.07,False
vwap_m_side,4_VWAP_ANCHOR,4_vwap_side,event,constant,923,0.0,1,-1,100.0,True
vwap_ma_align,4_VWAP_ANCHOR,4_vwap_dynamics,binary,int,923,0.0,2,1,87.87,False
vwap_slope_10,4_VWAP_ANCHOR,4_vwap_dynamics,continuous,float,923,0.0,834,0.9727,0.65,True
vwap_slope_10_dir,4_VWAP_ANCHOR,4_vwap_dynamics,categorical,int,923,0.0,2,1,89.17,True
vwap_slope_30,4_VWAP_ANCHOR,4_vwap_dynamics,continuous,float,923,0.0,892,0.5975,0.54,True
vwap_triple_align,4_VWAP_ANCHOR,4_vwap_dynamics,categorical,int,923,0.0,2,0,87.87,True
vwap_w,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,818,29102.38,0.43,False
vwap_w_sd1d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,695,28712.31,0.98,False
vwap_w_sd1u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,867,29492.46,0.33,False
vwap_w_sd2d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,585,28322.27,1.95,False
vwap_w_sd2u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,838,29893.89,1.3,False
vwap_w_sd3d,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,517,27932.71,1.08,False
vwap_w_sd3u,4_VWAP_ANCHOR,4_vwap_abs,continuous,float,923,0.0,832,30281.99,1.08,False
vwap_w_side,4_VWAP_ANCHOR,4_vwap_side,event,constant,923,0.0,1,-1,100.0,True
within_news_715_5m,10_SESSION_CALENDAR,10_news_proximity,binary,int,923,0.0,2,0,99.35,False
within_news_730_5m,10_SESSION_CALENDAR,10_news_proximity,binary,int,923,0.0,2,0,99.57,False
within_news_830_5m,10_SESSION_CALENDAR,10_news_proximity,binary,int,923,0.0,2,0,99.46,False
within_news_845_5m,10_SESSION_CALENDAR,10_news_proximity,binary,int,923,0.0,2,0,99.35,False
within_news_900_5m,10_SESSION_CALENDAR,10_news_proximity,binary,int,923,0.0,2,0,99.57,False
within_news_930_5m,10_SESSION_CALENDAR,10_news_proximity,binary,int,923,0.0,2,0,99.35,False
