symbole,colonne,jour,facteur,motif
ES,vwap_w_sd2d,2026-06-14,25.9,saut au redemarrage
ES,vwap_w_sd2d,2026-06-16,9.8,saut au redemarrage
ES,vwap_w_sd2d,2026-07-05,12.2,saut au redemarrage
ES,vwap_w_sd2d,2026-07-26,7.2,saut au redemarrage
ES,vwap_w_sd2d,2026-08-04,18.5,saut au redemarrage
ES,vwap_w_sd2d,2026-08-09,20.4,saut au redemarrage
ES,vwap_w_sd2d,2026-08-16,6.9,saut au redemarrage
ES,vwap_w_sd3u,2026-06-16,7.5,saut au redemarrage
ES,vwap_w_sd3u,2026-06-21,9.9,saut au redemarrage
ES,vwap_w_sd3u,2026-06-28,10.3,saut au redemarrage
ES,vwap_w_sd3u,2026-07-26,7.3,saut au redemarrage
ES,vwap_w_sd3u,2026-08-04,9.0,saut au redemarrage
ES,vwap_w_sd3u,2026-08-06,16.2,saut au redemarrage
ES,vwap_w_sd3u,2026-08-09,9.9,saut au redemarrage
ES,vwap_w_sd3d,2026-06-14,16.7,saut au redemarrage
ES,vwap_w_sd3d,2026-07-05,8.3,saut au redemarrage
ES,vwap_w_sd3d,2026-07-26,5.7,saut au redemarrage
ES,vwap_w_sd3d,2026-08-04,10.0,saut au redemarrage
ES,vwap_w_sd3d,2026-08-09,14.4,saut au redemarrage
ES,vwap_m,2026-06-16,30.1,saut au redemarrage
ES,vwap_m,2026-08-04,19.8,saut au redemarrage
ES,vwap_m,2026-08-06,33.0,saut au redemarrage
ES,vwap_m_sd1u,2026-06-16,30.6,saut au redemarrage
ES,vwap_m_sd1u,2026-08-04,17.9,saut au redemarrage
ES,vwap_m_sd1u,2026-08-06,60.8,saut au redemarrage
ES,vwap_m_sd1d,2026-06-16,39.1,saut au redemarrage
ES,vwap_m_sd1d,2026-08-04,27.8,saut au redemarrage
ES,vwap_m_sd1d,2026-08-06,18.5,saut au redemarrage
ES,vwap_m_sd1d,2026-08-07,6.2,saut au redemarrage
ES,vwap_m_sd2u,2026-06-14,6.3,saut au redemarrage
ES,vwap_m_sd2u,2026-06-16,26.7,saut au redemarrage
ES,vwap_m_sd2u,2026-06-21,8.2,saut au redemarrage
ES,vwap_m_sd2u,2026-08-04,12.7,saut au redemarrage
ES,vwap_m_sd2u,2026-08-06,91.1,saut au redemarrage
ES,vwap_m_sd2d,2026-06-16,34.6,saut au redemarrage
ES,vwap_m_sd2d,2026-07-05,5.7,saut au redemarrage
ES,vwap_m_sd2d,2026-08-04,25.7,saut au redemarrage
ES,vwap_m_sd2d,2026-08-07,6.5,saut au redemarrage
ES,vwap_m_sd3u,2026-06-14,5.6,saut au redemarrage
ES,vwap_m_sd3u,2026-06-16,12.7,saut au redemarrage
ES,vwap_m_sd3u,2026-06-21,8.0,saut au redemarrage
ES,vwap_m_sd3u,2026-07-05,5.5,saut au redemarrage
ES,vwap_m_sd3u,2026-08-06,75.8,saut au redemarrage
ES,vwap_m_sd3d,2026-06-16,28.1,saut au redemarrage
ES,vwap_m_sd3d,2026-07-05,5.6,saut au redemarrage
ES,vwap_m_sd3d,2026-08-04,21.8,saut au redemarrage
ES,vwap_m_sd3d,2026-08-06,9.5,saut au redemarrage
ES,vwap_m_sd3d,2026-08-07,5.9,saut au redemarrage
ES,pvwap,2026-06-16,9.2,saut au redemarrage
ES,pvwap,2026-08-04,6.8,saut au redemarrage
ES,pvwap,2026-08-06,5.6,saut au redemarrage
ES,pvwap_sd1u,2026-06-16,8.8,saut au redemarrage
ES,pvwap_sd1u,2026-08-04,6.8,saut au redemarrage
ES,pvwap_sd1u,2026-08-06,6.0,saut au redemarrage
ES,pvwap_sd1d,2026-06-16,9.1,saut au redemarrage
ES,pvwap_sd1d,2026-08-04,6.7,saut au redemarrage
ES,pvwap_sd1d,2026-08-06,5.1,saut au redemarrage
ES,pdh,2026-06-14,5.2,saut au redemarrage
ES,pdh,2026-06-16,10.4,saut au redemarrage
ES,pdh,2026-06-28,5.7,saut au redemarrage
ES,pdh,2026-08-04,9.6,saut au redemarrage
ES,pdh,2026-08-06,12.6,saut au redemarrage
ES,pdl,2026-06-14,6.9,saut au redemarrage
ES,pdl,2026-06-16,5.6,saut au redemarrage
ES,pdl,2026-08-04,8.2,saut au redemarrage
ES,pdl,2026-08-06,8.3,saut au redemarrage
ES,cash_high,2026-06-14,5.6,saut au redemarrage
ES,cash_high,2026-06-16,5.7,saut au redemarrage
ES,cash_high,2026-08-04,6.7,saut au redemarrage
ES,cash_high,2026-08-06,6.2,saut au redemarrage
ES,cash_low,2026-06-14,8.9,saut au redemarrage
ES,cash_low,2026-06-16,5.4,saut au redemarrage
ES,cash_low,2026-08-04,6.8,saut au redemarrage
ES,cash_low,2026-08-06,5.5,saut au redemarrage
ES,open_cash_lvl,2026-06-14,8.1,saut au redemarrage
ES,open_cash_lvl,2026-06-16,7.5,saut au redemarrage
ES,open_cash_lvl,2026-08-04,7.9,saut au redemarrage
ES,open_cash_lvl,2026-08-06,7.2,saut au redemarrage
ES,open_830_lvl,2026-08-04,5.4,saut au redemarrage
ES,cur_vpoc_lvl,2026-08-04,6.0,saut au redemarrage
ES,cur_vpoc_lvl,2026-08-06,5.3,saut au redemarrage
ES,cur_vah_lvl,2026-08-04,5.3,saut au redemarrage
ES,cur_vah_lvl,2026-08-06,5.6,saut au redemarrage
ES,cur_val_lvl,2026-06-14,5.3,saut au redemarrage
ES,cur_val_lvl,2026-08-04,6.4,saut au redemarrage
ES,cur_val_lvl,2026-08-06,5.2,saut au redemarrage
ES,prev_vpoc_lvl,2026-06-14,6.6,saut au redemarrage
ES,prev_vpoc_lvl,2026-06-16,14.2,saut au redemarrage
ES,prev_vpoc_lvl,2026-07-26,6.5,saut au redemarrage
ES,prev_vpoc_lvl,2026-08-04,11.2,saut au redemarrage
ES,prev_vpoc_lvl,2026-08-06,10.3,saut au redemarrage
ES,prev_vah_lvl,2026-06-14,6.1,saut au redemarrage
ES,prev_vah_lvl,2026-06-16,9.8,saut au redemarrage
ES,prev_vah_lvl,2026-08-04,8.0,saut au redemarrage
ES,prev_vah_lvl,2026-08-06,8.8,saut au redemarrage
ES,prev_val_lvl,2026-06-16,11.3,saut au redemarrage
ES,prev_val_lvl,2026-08-04,9.0,saut au redemarrage
ES,prev_val_lvl,2026-08-06,9.9,saut au redemarrage
ES,bar_upper_wick_pct,2026-06-14,247.5,saut au redemarrage
ES,bar_upper_wick_pct,2026-06-28,34.0,saut au redemarrage
ES,bar_upper_wick_pct,2026-07-05,33.0,saut au redemarrage
ES,bar_upper_wick_pct,2026-07-17,33.0,saut au redemarrage
ES,bar_upper_wick_pct,2026-07-26,34.0,saut au redemarrage
ES,bar_upper_wick_pct,2026-08-09,32.0,saut au redemarrage
ES,bar_upper_wick_pct,2026-08-11,32.0,saut au redemarrage
ES,bar_upper_wick_pct,2026-08-16,32.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-06-14,280.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-06-21,33.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-06-28,34.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-07-05,33.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-07-17,33.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-07-26,34.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-08-04,33.0,saut au redemarrage
ES,bar_lower_wick_pct,2026-08-16,32.0,saut au redemarrage
ES,range_size,2026-06-14,39.0,saut au redemarrage
ES,mins_since_news,2026-06-14,142.0,saut au redemarrage
ES,mins_since_news,2026-06-16,18.7,saut au redemarrage
ES,mins_since_news,2026-06-21,155.0,saut au redemarrage
ES,mins_since_news,2026-06-28,195.0,saut au redemarrage
ES,mins_since_news,2026-07-05,156.0,saut au redemarrage
ES,mins_since_news,2026-07-17,39.0,saut au redemarrage
ES,mins_since_news,2026-07-26,195.3,saut au redemarrage
ES,mins_since_news,2026-08-04,40.0,saut au redemarrage
ES,mins_since_news,2026-08-07,39.7,saut au redemarrage
ES,mins_since_news,2026-08-09,195.0,saut au redemarrage
ES,mins_since_news,2026-08-11,156.0,saut au redemarrage
ES,mins_since_news,2026-08-16,195.3,saut au redemarrage
ES,mins_et,2026-06-14,121.7,saut au redemarrage
ES,mins_et,2026-06-16,16.6,saut au redemarrage
ES,mins_et,2026-06-21,258.3,saut au redemarrage
ES,mins_et,2026-06-28,291.4,saut au redemarrage
ES,mins_et,2026-07-05,257.4,saut au redemarrage
ES,mins_et,2026-07-17,34.0,saut au redemarrage
ES,mins_et,2026-07-26,292.0,saut au redemarrage
ES,mins_et,2026-08-04,34.9,saut au redemarrage
ES,mins_et,2026-08-07,34.3,saut au redemarrage
ES,mins_et,2026-08-09,291.4,saut au redemarrage
ES,mins_et,2026-08-11,257.4,saut au redemarrage
ES,mins_et,2026-08-16,292.0,saut au redemarrage
ES,dist_pdh_pct,2026-06-28,7.7,saut au redemarrage
ES,dist_pdh_pct,2026-07-26,5.4,saut au redemarrage
ES,cvd_session,2026-06-14,7.9,saut au redemarrage
ES,volume,2026-06-14,9.7,saut au redemarrage
ES,ctx_poc_migration_10,2026-06-21,7.6,saut au redemarrage
ES,bars_since_last_swing_low,2026-08-07,7.5,saut au redemarrage
ES,bars_since_last_swing_low,2026-08-09,8.6,saut au redemarrage
ES,dist_pdh_atr,2026-06-14,5.3,saut au redemarrage
ES,dist_pdl_atr,2026-06-14,17.5,saut au redemarrage
ES,dist_cash_low_atr,2026-08-06,5.5,saut au redemarrage
ES,open_830_et,2026-06-14,7.8,saut au redemarrage
ES,open_830_et,2026-06-16,5.5,saut au redemarrage
ES,open_830_et,2026-08-04,6.5,saut au redemarrage
ES,open_830_et,2026-08-06,5.3,saut au redemarrage
ES,ovn_high,2026-06-14,6.6,saut au redemarrage
ES,ovn_high,2026-08-04,5.4,saut au redemarrage
ES,ovn_low,2026-06-14,8.6,saut au redemarrage
ES,ovn_low,2026-06-16,5.5,saut au redemarrage
ES,ovn_low,2026-08-04,6.8,saut au redemarrage
ES,ovn_low,2026-08-06,5.1,saut au redemarrage
ES,asia_high,2026-08-04,5.4,saut au redemarrage
ES,asia_low,2026-06-16,5.3,saut au redemarrage
ES,asia_low,2026-08-04,6.6,saut au redemarrage
ES,us_high,2026-08-04,9.7,saut au redemarrage
ES,us_low,2026-08-04,9.5,saut au redemarrage
ES,after_high,2026-08-04,7.0,saut au redemarrage
ES,after_low,2026-08-04,5.8,saut au redemarrage
ES,asia_open,2026-06-16,5.5,saut au redemarrage
ES,asia_open,2026-08-04,6.5,saut au redemarrage
ES,asia_open,2026-08-06,5.3,saut au redemarrage
ES,london_open,2026-08-04,5.4,saut au redemarrage
ES,after_open,2026-08-04,5.8,saut au redemarrage
ES,dist_asia_high_pct,2026-06-28,5.4,saut au redemarrage
ES,dist_us_low_pct,2026-08-06,6.4,saut au redemarrage
ES,days_since_roll,2026-06-21,87.0,saut au redemarrage
ES,dist_delta_div_buy_nearest_atr,2026-07-26,10.8,saut au redemarrage
ES,dist_delta_div_sell_nearest_atr,2026-06-28,17.3,saut au redemarrage
ES,ctx_vol_z_20,2026-06-21,5.3,saut au redemarrage
ES,ctx_vol_z_20,2026-06-28,10.9,saut au redemarrage
ES,ctx_vol_z_20,2026-07-05,6.4,saut au redemarrage
ES,ctx_vol_z_20,2026-07-26,9.5,saut au redemarrage
ES,ctx_vol_z_20,2026-08-09,8.1,saut au redemarrage
ES,ctx_vol_z_20,2026-08-11,6.9,saut au redemarrage
ES,ctx_vol_z_20,2026-08-16,6.9,saut au redemarrage
ES,ctx_dist_vwap_velocity,2026-06-21,13.0,saut au redemarrage
ES,ctx_dist_vwap_velocity,2026-06-28,7.0,saut au redemarrage
ES,ctx_dist_vwap_velocity,2026-07-17,18.0,saut au redemarrage
ES,ctx_rvol_session,2026-08-16,5.1,saut au redemarrage
ES,n_long_dn_zones_active,2026-06-21,8.0,saut au redemarrage
ES,n_long_dn_zones_active,2026-06-28,18.0,saut au redemarrage
ES,n_long_dn_zones_active,2026-07-17,10.0,saut au redemarrage
ES,n_color_dn_zones_active,2026-06-28,15.0,saut au redemarrage
ES,n_color_dn_zones_active,2026-07-17,6.0,saut au redemarrage
ES,ctx_cvd_session,2026-06-14,24.4,saut au redemarrage
ES,ctx_delta_sum_10,2026-06-14,8.8,saut au redemarrage
ES,ctx_vol_z_5,2026-06-21,5.7,saut au redemarrage
ES,ctx_vol_z_5,2026-07-05,5.2,saut au redemarrage
ES,ctx_vol_z_5,2026-07-26,6.3,saut au redemarrage
ES,ctx_vol_z_5,2026-08-09,7.7,saut au redemarrage
ES,ctx_vol_z_5,2026-08-11,7.3,saut au redemarrage
ES,ctx_vol_z_5,2026-08-16,9.2,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-06-14,5.6,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-06-16,6.2,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-07-05,5.3,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-08-04,15.5,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-08-07,8.5,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-08-09,21.4,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-08-11,5.4,saut au redemarrage
ES,ctx_mq_put_call_ratio,2026-08-16,63.8,saut au redemarrage
ES,ctx_va_width,2026-06-21,8.0,saut au redemarrage
ES,ctx_va_width,2026-07-17,9.2,saut au redemarrage
ES,ctx_trend_day_score,2026-06-14,9.0,saut au redemarrage
ES,div_at_key_level_ticks,2026-07-26,6.0,saut au redemarrage
ES,n_big_ask_v2_t2,2026-06-14,10.0,saut au redemarrage
ES,n_big_bid_v2_t2,2026-06-14,7.5,saut au redemarrage
ES,max_big_ask_vol_in_bar,2026-06-14,9.4,saut au redemarrage
ES,max_big_bid_vol_in_bar,2026-06-14,32.8,saut au redemarrage
ES,prev_vah,2026-06-14,6.6,saut au redemarrage
ES,prev_vah,2026-06-16,10.6,saut au redemarrage
ES,prev_vah,2026-08-04,7.7,saut au redemarrage
ES,prev_vah,2026-08-06,7.4,saut au redemarrage
ES,prev_val,2026-06-16,8.4,saut au redemarrage
ES,prev_val,2026-08-04,6.3,saut au redemarrage
ES,prev_vpoc,2026-06-16,9.1,saut au redemarrage
ES,prev_vpoc,2026-08-04,6.4,saut au redemarrage
ES,prev_vpoc,2026-08-06,5.7,saut au redemarrage
ES,cur_vah,2026-08-04,5.3,saut au redemarrage
ES,cur_vah,2026-08-06,5.6,saut au redemarrage
ES,cur_val,2026-06-14,5.3,saut au redemarrage
ES,cur_val,2026-08-04,6.4,saut au redemarrage
ES,cur_val,2026-08-06,5.2,saut au redemarrage
ES,cur_vpoc,2026-08-04,6.0,saut au redemarrage
ES,cur_vpoc,2026-08-06,5.3,saut au redemarrage
ES,open_830,2026-08-04,5.4,saut au redemarrage
ES,sess_low,2026-06-14,9.5,saut au redemarrage
ES,sess_low,2026-06-16,5.5,saut au redemarrage
ES,sess_low,2026-08-04,6.8,saut au redemarrage
ES,sess_low,2026-08-06,5.1,saut au redemarrage
ES,ib_low,2026-08-04,8.7,saut au redemarrage
ES,dist_cash_low_pct,2026-08-06,5.5,saut au redemarrage
ES,open_cash,2026-08-04,6.9,saut au redemarrage
ES,ib_high,2026-08-04,6.4,saut au redemarrage
ES,price_1030,2026-08-04,10.2,saut au redemarrage
ES,sess_high,2026-08-04,5.4,saut au redemarrage
ES,im_cross_delta_weighted_5,2026-06-14,11.9,saut au redemarrage
ES,im_price_ratio_slope_10,2026-06-21,8.5,saut au redemarrage
ES,im_price_ratio_slope_10,2026-06-28,8.0,saut au redemarrage
ES,im_volume_lead,2026-07-26,5.5,saut au redemarrage
ES,im_ltr_slope_diff,2026-08-09,5.2,saut au redemarrage
ES,im_ltr_slope_diff,2026-08-16,11.5,saut au redemarrage
ES,bars_since_boot,2026-06-28,5.4,saut au redemarrage
ES,bars_since_boot,2026-07-17,8.1,saut au redemarrage
ES,profile_overlap_pct,2026-06-16,5.6,saut au redemarrage
ES,profile_overlap_pct,2026-06-28,18.6,saut au redemarrage
ES,profile_overlap_pct,2026-08-09,18.6,saut au redemarrage
ES,profile_overlap_pct,2026-08-11,18.6,saut au redemarrage
ES,profile_overlap_pct,2026-08-16,15.9,saut au redemarrage
ES,composite_poc_5d,2026-07-22,6.0,saut au redemarrage
ES,composite_poc_5d,2026-07-26,5.4,saut au redemarrage
ES,composite_poc_5d,2026-08-04,15.5,saut au redemarrage
ES,composite_poc_5d,2026-08-06,13.3,saut au redemarrage
ES,composite_poc_20d,2026-06-28,6.8,saut au redemarrage
ES,composite_poc_20d,2026-07-22,6.0,saut au redemarrage
ES,composite_poc_20d,2026-07-26,5.4,saut au redemarrage
ES,composite_poc_20d,2026-08-04,15.5,saut au redemarrage
ES,composite_poc_20d,2026-08-06,13.3,saut au redemarrage
ES,dist_composite_poc_5d_atr,2026-07-26,5.7,saut au redemarrage
ES,dist_composite_poc_20d_atr,2026-07-17,5.2,saut au redemarrage
ES,dist_composite_poc_20d_atr,2026-07-26,7.0,saut au redemarrage
ES,dist_pdh,2026-06-28,7.1,saut au redemarrage
NQ,cvd_day,2026-06-13,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
NQ,cvd_day,2026-06-14,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
NQ,cvd_day,2026-06-15,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
NQ,cvd_day,2026-06-16,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
NQ,cvd_day,2026-06-17,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
NQ,cvd_day,2026-06-18,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
ES,cvd_day,2026-06-13,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
ES,cvd_day,2026-06-14,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
ES,cvd_day,2026-06-15,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
ES,cvd_day,2026-06-16,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
ES,cvd_day,2026-06-17,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
ES,cvd_day,2026-06-18,,ne repartait pas de zero a chaque session (fix 56b1f56 le 18/06)
NQ,delta_day,2026-06-13,,"alias de cvd_day, meme defaut"
NQ,delta_day,2026-06-14,,"alias de cvd_day, meme defaut"
NQ,delta_day,2026-06-15,,"alias de cvd_day, meme defaut"
NQ,delta_day,2026-06-16,,"alias de cvd_day, meme defaut"
NQ,delta_day,2026-06-17,,"alias de cvd_day, meme defaut"
NQ,delta_day,2026-06-18,,"alias de cvd_day, meme defaut"
ES,delta_day,2026-06-13,,"alias de cvd_day, meme defaut"
ES,delta_day,2026-06-14,,"alias de cvd_day, meme defaut"
ES,delta_day,2026-06-15,,"alias de cvd_day, meme defaut"
ES,delta_day,2026-06-16,,"alias de cvd_day, meme defaut"
ES,delta_day,2026-06-17,,"alias de cvd_day, meme defaut"
ES,delta_day,2026-06-18,,"alias de cvd_day, meme defaut"
